25532144;41.17271;-8.594767;-0.150007;0.7185993
25532202;41.17196;-8.596435;-0.1500361;0.7185863
25532193;41.17267;-8.595076;-0.1500124;0.7185986
26015876;41.16843;-8.589648;-0.1499176;0.7185246
26015899;41.17163;-8.604227;-0.1501721;0.7185805
26015900;41.1715;-8.604259;-0.1501726;0.7185783
26015881;41.17167;-8.594523;-0.1500027;0.7185811
26015907;41.17251;-8.606783;-0.1502167;0.7185959
26015901;41.17176;-8.604988;-0.1501854;0.7185827
26015915;41.17438;-8.610821;-0.1502872;0.7186285
26015917;41.17448;-8.611713;-0.1503028;0.7186303
26015880;41.17103;-8.59364;-0.1499873;0.7185701
26015919;41.17455;-8.612743;-0.1503207;0.7186315
26015870;41.16661;-8.585885;-0.149852;0.7184929
26015872;41.16668;-8.586287;-0.149859;0.7184942
26015874;41.16702;-8.587144;-0.1498739;0.7185
26015868;41.16657;-8.585238;-0.1498407;0.7184922
26015882;41.17131;-8.594064;-0.1499947;0.7185749
26015884;41.17165;-8.594792;-0.1500074;0.7185808
26122716;41.17518;-8.594015;-0.1499939;0.7186425
26122715;41.1753;-8.593762;-0.1499895;0.7186445
26122717;41.17591;-8.593556;-0.1499858;0.7186552
26122721;41.18055;-8.592943;-0.1499752;0.7187362
26122722;41.18153;-8.592938;-0.1499751;0.7187533
26122792;41.18838;-8.594941;-0.15001;0.7188728
26122718;41.17681;-8.593349;-0.1499822;0.7186709
112613584;41.18316;-8.613445;-0.150333;0.7187817
112613593;41.18459;-8.608738;-0.1502508;0.7188066
112613594;41.18461;-8.608285;-0.1502429;0.7188071
112613596;41.18459;-8.607367;-0.1502269;0.7188066
112613608;41.18059;-8.592617;-0.1499695;0.7187368
112613603;41.18244;-8.598184;-0.1500666;0.7187692
112651991;41.18074;-8.592571;-0.1499687;0.7187394
112651993;41.18181;-8.595385;-0.1500178;0.7187582
112653406;41.17961;-8.59281;-0.1499728;0.7187197
128560415;41.17861;-8.614022;-0.150343;0.7187023
128560423;41.17574;-8.613885;-0.1503406;0.7186521
128560413;41.1847;-8.613242;-0.1503294;0.7188085
128560441;41.16991;-8.612949;-0.1503243;0.7185504
128560443;41.16966;-8.612864;-0.1503228;0.7185462
128560436;41.17218;-8.612712;-0.1503202;0.7185902
128560426;41.175;-8.613606;-0.1503358;0.7186393
128569678;41.17402;-8.617059;-0.150396;0.7186221
128573644;41.17404;-8.617892;-0.1504106;0.7186225
128573643;41.17414;-8.617236;-0.1503991;0.7186242
128575849;41.17379;-8.61685;-0.1503924;0.7186182
128578699;41.1722;-8.60693;-0.1502193;0.7185904
128579822;41.17294;-8.60602;-0.1502034;0.7186034
128580163;41.17305;-8.6058;-0.1501995;0.7186053
128583743;41.17127;-8.60518;-0.1501887;0.7185743
128587405;41.17163;-8.602075;-0.1501345;0.7185804
128587408;41.17168;-8.602324;-0.1501389;0.7185814
128587402;41.17157;-8.60188;-0.1501311;0.7185794
128587399;41.17139;-8.601277;-0.1501206;0.7185763
128587410;41.17173;-8.602718;-0.1501458;0.7185823
128587416;41.17178;-8.603105;-0.1501525;0.7185831
128588848;41.17204;-8.603929;-0.1501669;0.7185876
128588850;41.1722;-8.604006;-0.1501682;0.7185904
128588853;41.17235;-8.6041;-0.1501699;0.7185931
128588840;41.17183;-8.603525;-0.1501598;0.718584
128588844;41.17186;-8.603698;-0.1501629;0.7185846
128588845;41.17193;-8.603836;-0.1501653;0.7185858
128591046;41.17186;-8.603233;-0.1501548;0.7185845
128591048;41.17196;-8.603422;-0.150158;0.7185863
128591050;41.17207;-8.603542;-0.1501601;0.7185881
128591062;41.1728;-8.604298;-0.1501733;0.7186009
128591076;41.17242;-8.60495;-0.1501847;0.7185943
128591079;41.17229;-8.604861;-0.1501832;0.7185921
