25532202;41.17196;-8.596435;-0.1500361;0.7185863
26015899;41.17163;-8.604227;-0.1501721;0.7185805
26015900;41.1715;-8.604259;-0.1501726;0.7185783
26015881;41.17167;-8.594523;-0.1500027;0.7185811
26015907;41.17251;-8.606783;-0.1502167;0.7185959
26015901;41.17176;-8.604988;-0.1501854;0.7185827
26015915;41.17438;-8.610821;-0.1502872;0.7186285
128587405;41.17163;-8.602075;-0.1501345;0.7185804
128587408;41.17168;-8.602324;-0.1501389;0.7185814
128587402;41.17157;-8.60188;-0.1501311;0.7185794
128587399;41.17139;-8.601277;-0.1501206;0.7185763
128587410;41.17173;-8.602718;-0.1501458;0.7185823
128587416;41.17178;-8.603105;-0.1501525;0.7185831
128591046;41.17186;-8.603233;-0.1501548;0.7185845
128591048;41.17196;-8.603422;-0.150158;0.7185863
128591050;41.17207;-8.603542;-0.1501601;0.7185881
411504967;41.17371;-8.605257;-0.1501901;0.7186167
411504979;41.17395;-8.600734;-0.1501111;0.718621
411504986;41.17376;-8.601566;-0.1501257;0.7186177
411504995;41.17181;-8.598047;-0.1500642;0.7185837
411504997;41.17222;-8.598296;-0.1500686;0.7185908
287458449;41.17277;-8.610378;-0.1502794;0.7186003
411834914;41.17312;-8.608396;-0.1502448;0.7186065
411834915;41.17332;-8.607331;-0.1502263;0.71861
128597080;41.17363;-8.605811;-0.1501997;0.7186154
411835470;41.17204;-8.598188;-0.1500667;0.7185876
412249448;41.175;-8.599947;-0.1500974;0.7186394
412249450;41.17541;-8.600165;-0.1501012;0.7186464
412249451;41.17612;-8.600151;-0.1501009;0.7186589
416007714;41.17297;-8.60932;-0.150261;0.7186038
432578810;41.17299;-8.598751;-0.1500765;0.7186043
432578831;41.17543;-8.594192;-0.1499969;0.7186468
432578906;41.17458;-8.59451;-0.1500025;0.718632
432578908;41.17408;-8.594823;-0.150008;0.7186232
432578916;41.17331;-8.595182;-0.1500142;0.7186099
432578919;41.17246;-8.595844;-0.1500258;0.718595
432578938;41.17322;-8.59807;-0.1500646;0.7186082
26015911;41.17397;-8.609079;-0.1502568;0.7186213
435240906;41.1778;-8.598452;-0.1500713;0.7186882
435240914;41.17772;-8.59849;-0.150072;0.7186868
445439261;41.17253;-8.600017;-0.1500986;0.7185962
445439347;41.17396;-8.600578;-0.1501084;0.7186212
445439255;41.17333;-8.600507;-0.1501072;0.7186102
411504977;41.17468;-8.599753;-0.150094;0.7186337
412248019;41.1758;-8.600197;-0.1501018;0.7186534
411504984;41.17379;-8.601234;-0.1501199;0.7186182
287458447;41.17394;-8.610381;-0.1502795;0.7186208
432578925;41.17241;-8.596037;-0.1500292;0.7185941
